country,IN,2011,Primary Only ,Government,2014,53616697
district,283,2011,Upper Primary With Sec./H.Sec ,Government,2014,0
district,283,2011,Primary With Upper Primary Sec ,Government,2014,0
district,283,2011,Upper Primary With  Sec. ,Government,2014,0
district,283,2011,Primary Only ,Private,2014,2928
district,283,2011,Primary With Upper Primary ,Private,2014,36357
district,283,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,0
district,283,2011,Upper Primary Only ,Private,2014,3646
district,283,2011,Upper Primary With Sec./H.Sec ,Private,2014,0
district,283,2011,Primary With Upper Primary Sec ,Private,2014,0
district,283,2011,Upper Primary With  Sec. ,Private,2014,0
district,119,2011,Primary Only ,Government,2014,28845
district,119,2011,Primary With Upper Primary ,Government,2014,87268
district,119,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,43641
district,119,2011,Upper Primary Only ,Government,2014,662
district,119,2011,Upper Primary With Sec./H.Sec ,Government,2014,736
district,119,2011,Primary With Upper Primary Sec ,Government,2014,55198
district,119,2011,Upper Primary With  Sec. ,Government,2014,62
district,119,2011,Primary Only ,Private,2014,14814
district,119,2011,Primary With Upper Primary ,Private,2014,90758
district,119,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,59227
district,119,2011,Upper Primary Only ,Private,2014,0
district,119,2011,Upper Primary With Sec./H.Sec ,Private,2014,1026
district,119,2011,Primary With Upper Primary Sec ,Private,2014,45312
district,119,2011,Upper Primary With  Sec. ,Private,2014,576
district,501,2011,Primary Only ,Government,2014,30652
district,501,2011,Primary With Upper Primary ,Government,2014,60972
district,501,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,0
district,501,2011,Upper Primary Only ,Government,2014,0
district,501,2011,Upper Primary With Sec./H.Sec ,Government,2014,1726
district,501,2011,Primary With Upper Primary Sec ,Government,2014,883
district,501,2011,Upper Primary With  Sec. ,Government,2014,1882
district,501,2011,Primary Only ,Private,2014,17950
district,501,2011,Primary With Upper Primary ,Private,2014,47975
district,501,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,3559
district,501,2011,Upper Primary Only ,Private,2014,0
district,501,2011,Upper Primary With Sec./H.Sec ,Private,2014,43318
district,501,2011,Primary With Upper Primary Sec ,Private,2014,11776
district,501,2011,Upper Primary With  Sec. ,Private,2014,22429
district,598,2011,Primary Only ,Government,2014,12907
district,598,2011,Primary With Upper Primary ,Government,2014,10387
district,598,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,5774
district,598,2011,Upper Primary Only ,Government,2014,413
district,598,2011,Upper Primary With Sec./H.Sec ,Government,2014,7200
district,598,2011,Primary With Upper Primary Sec ,Government,2014,3275
district,598,2011,Upper Primary With  Sec. ,Government,2014,701
district,598,2011,Primary Only ,Private,2014,24092
district,598,2011,Primary With Upper Primary ,Private,2014,19546
district,598,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,48349
district,598,2011,Upper Primary Only ,Private,2014,5085
district,598,2011,Upper Primary With Sec./H.Sec ,Private,2014,23534
district,598,2011,Primary With Upper Primary Sec ,Private,2014,22998
district,598,2011,Upper Primary With  Sec. ,Private,2014,14149
district,143,2011,Primary Only ,Government,2014,162280
district,143,2011,Primary With Upper Primary ,Government,2014,426
district,143,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,1795
district,143,2011,Upper Primary Only ,Government,2014,49167
district,143,2011,Upper Primary With Sec./H.Sec ,Government,2014,1581
district,143,2011,Primary With Upper Primary Sec ,Government,2014,0
district,143,2011,Upper Primary With  Sec. ,Government,2014,0
district,143,2011,Primary Only ,Private,2014,142127
district,143,2011,Primary With Upper Primary ,Private,2014,60596
district,143,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,25854
district,143,2011,Upper Primary Only ,Private,2014,27498
district,143,2011,Upper Primary With Sec./H.Sec ,Private,2014,48511
district,143,2011,Primary With Upper Primary Sec ,Private,2014,5864
district,143,2011,Upper Primary With  Sec. ,Private,2014,27111
district,465,2011,Primary Only ,Government,2014,113518
district,465,2011,Primary With Upper Primary ,Government,2014,0
district,465,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,0
district,465,2011,Upper Primary Only ,Government,2014,29270
district,465,2011,Upper Primary With Sec./H.Sec ,Government,2014,0
district,465,2011,Primary With Upper Primary Sec ,Government,2014,0
district,465,2011,Upper Primary With  Sec. ,Government,2014,0
district,465,2011,Primary Only ,Private,2014,3304
district,465,2011,Primary With Upper Primary ,Private,2014,6579
district,465,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,2227
district,465,2011,Upper Primary Only ,Private,2014,311
district,465,2011,Upper Primary With Sec./H.Sec ,Private,2014,0
district,465,2011,Primary With Upper Primary Sec ,Private,2014,971
district,465,2011,Upper Primary With  Sec. ,Private,2014,0
district,175,2011,Primary Only ,Government,2014,331327
district,175,2011,Primary With Upper Primary ,Government,2014,771
district,175,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,1181
district,175,2011,Upper Primary Only ,Government,2014,93364
district,175,2011,Upper Primary With Sec./H.Sec ,Government,2014,1828
district,175,2011,Primary With Upper Primary Sec ,Government,2014,0
district,175,2011,Upper Primary With  Sec. ,Government,2014,331
district,175,2011,Primary Only ,Private,2014,173020
district,175,2011,Primary With Upper Primary ,Private,2014,203317
district,175,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,68106
district,175,2011,Upper Primary Only ,Private,2014,75929
district,175,2011,Upper Primary With Sec./H.Sec ,Private,2014,57742
district,175,2011,Primary With Upper Primary Sec ,Private,2014,28447
district,175,2011,Upper Primary With  Sec. ,Private,2014,28472
district,64,2011,Primary Only ,Government,2014,32428
district,64,2011,Primary With Upper Primary ,Government,2014,23
district,64,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,1177
district,64,2011,Upper Primary Only ,Government,2014,5735
district,64,2011,Upper Primary With Sec./H.Sec ,Government,2014,14552
district,64,2011,Primary With Upper Primary Sec ,Government,2014,0
district,64,2011,Upper Primary With  Sec. ,Government,2014,5854
district,64,2011,Primary Only ,Private,2014,11034
district,64,2011,Primary With Upper Primary ,Private,2014,10274
district,64,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,6553
district,64,2011,Upper Primary Only ,Private,2014,1412
district,64,2011,Upper Primary With Sec./H.Sec ,Private,2014,2094
district,64,2011,Primary With Upper Primary Sec ,Private,2014,0
district,64,2011,Upper Primary With  Sec. ,Private,2014,1283
district,104,2011,Primary Only ,Government,2014,49937
district,104,2011,Primary With Upper Primary ,Government,2014,123703
district,104,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,64034
district,104,2011,Upper Primary Only ,Government,2014,1489
district,104,2011,Upper Primary With Sec./H.Sec ,Government,2014,2812
district,104,2011,Primary With Upper Primary Sec ,Government,2014,37751
district,104,2011,Upper Primary With  Sec. ,Government,2014,257
district,104,2011,Primary Only ,Private,2014,14931
district,104,2011,Primary With Upper Primary ,Private,2014,131193
district,104,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,106228
district,104,2011,Upper Primary Only ,Private,2014,64
district,104,2011,Upper Primary With Sec./H.Sec ,Private,2014,3066
district,104,2011,Primary With Upper Primary Sec ,Private,2014,104186
district,104,2011,Upper Primary With  Sec. ,Private,2014,544
district,70,2011,Primary Only ,Government,2014,39280
district,70,2011,Primary With Upper Primary ,Government,2014,485
district,70,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,5013
district,70,2011,Upper Primary Only ,Government,2014,8709
district,70,2011,Upper Primary With Sec./H.Sec ,Government,2014,11971
district,70,2011,Primary With Upper Primary Sec ,Government,2014,0
district,70,2011,Upper Primary With  Sec. ,Government,2014,8074
district,70,2011,Primary Only ,Private,2014,5321
district,70,2011,Primary With Upper Primary ,Private,2014,12946
district,70,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,44366
district,70,2011,Upper Primary Only ,Private,2014,34
district,70,2011,Upper Primary With Sec./H.Sec ,Private,2014,442
district,70,2011,Primary With Upper Primary Sec ,Private,2014,17534
district,70,2011,Upper Primary With  Sec. ,Private,2014,314
district,178,2011,Primary Only ,Government,2014,136153
district,178,2011,Primary With Upper Primary ,Government,2014,0
district,178,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,784
district,178,2011,Upper Primary Only ,Government,2014,38046
district,178,2011,Upper Primary With Sec./H.Sec ,Government,2014,199
district,178,2011,Primary With Upper Primary Sec ,Government,2014,0
district,178,2011,Upper Primary With  Sec. ,Government,2014,0
district,178,2011,Primary Only ,Private,2014,137667
district,178,2011,Primary With Upper Primary ,Private,2014,26802
district,178,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,3720
district,178,2011,Upper Primary Only ,Private,2014,80319
district,178,2011,Upper Primary With Sec./H.Sec ,Private,2014,18618
district,178,2011,Primary With Upper Primary Sec ,Private,2014,3132
district,178,2011,Upper Primary With  Sec. ,Private,2014,5239
district,503,2011,Primary Only ,Government,2014,49506
district,503,2011,Primary With Upper Primary ,Government,2014,106158
district,503,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,1962
district,503,2011,Upper Primary Only ,Government,2014,0
district,503,2011,Upper Primary With Sec./H.Sec ,Government,2014,5514
district,503,2011,Primary With Upper Primary Sec ,Government,2014,1832
district,503,2011,Upper Primary With  Sec. ,Government,2014,4442
district,503,2011,Primary Only ,Private,2014,36915
district,503,2011,Primary With Upper Primary ,Private,2014,44358
district,503,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,4227
district,503,2011,Upper Primary Only ,Private,2014,0
district,503,2011,Upper Primary With Sec./H.Sec ,Private,2014,57912
district,503,2011,Primary With Upper Primary Sec ,Private,2014,19206
district,503,2011,Upper Primary With  Sec. ,Private,2014,39851
district,480,2011,Primary Only ,Government,2014,2492
district,480,2011,Primary With Upper Primary ,Government,2014,152274
district,480,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,0
district,480,2011,Upper Primary Only ,Government,2014,102
district,480,2011,Upper Primary With Sec./H.Sec ,Government,2014,209
district,480,2011,Primary With Upper Primary Sec ,Government,2014,0
district,480,2011,Upper Primary With  Sec. ,Government,2014,37
district,480,2011,Primary Only ,Private,2014,2097
district,480,2011,Primary With Upper Primary ,Private,2014,30357
district,480,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,10474
district,480,2011,Upper Primary Only ,Private,2014,1633
district,480,2011,Upper Primary With Sec./H.Sec ,Private,2014,96
district,480,2011,Primary With Upper Primary Sec ,Private,2014,6092
district,480,2011,Upper Primary With  Sec. ,Private,2014,0
district,49,2011,Primary Only ,Government,2014,98349
district,49,2011,Primary With Upper Primary ,Government,2014,32195
district,49,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,28175
district,49,2011,Upper Primary Only ,Government,2014,17230
district,49,2011,Upper Primary With Sec./H.Sec ,Government,2014,18819
district,49,2011,Primary With Upper Primary Sec ,Government,2014,34969
district,49,2011,Upper Primary With  Sec. ,Government,2014,18072
district,49,2011,Primary Only ,Private,2014,5292
district,49,2011,Primary With Upper Primary ,Private,2014,15611
district,49,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,54472
district,49,2011,Upper Primary Only ,Private,2014,0
district,49,2011,Upper Primary With Sec./H.Sec ,Private,2014,2308
district,49,2011,Primary With Upper Primary Sec ,Private,2014,36781
district,49,2011,Upper Primary With  Sec. ,Private,2014,776
district,482,2011,Primary Only ,Government,2014,24841
district,482,2011,Primary With Upper Primary ,Government,2014,188421
district,482,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,352
district,482,2011,Upper Primary Only ,Government,2014,542
district,482,2011,Upper Primary With Sec./H.Sec ,Government,2014,0
district,482,2011,Primary With Upper Primary Sec ,Government,2014,228
district,482,2011,Upper Primary With  Sec. ,Government,2014,187
district,482,2011,Primary Only ,Private,2014,17676
district,482,2011,Primary With Upper Primary ,Private,2014,43271
district,482,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,13057
district,482,2011,Upper Primary Only ,Private,2014,14852
district,482,2011,Upper Primary With Sec./H.Sec ,Private,2014,1147
district,482,2011,Primary With Upper Primary Sec ,Private,2014,4840
district,482,2011,Upper Primary With  Sec. ,Private,2014,166
district,553,2011,Primary Only ,Government,2014,140238
district,553,2011,Primary With Upper Primary ,Government,2014,62480
district,553,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,3059
district,553,2011,Upper Primary Only ,Government,2014,0
district,553,2011,Upper Primary With Sec./H.Sec ,Government,2014,5749
district,553,2011,Primary With Upper Primary Sec ,Government,2014,4534
district,553,2011,Upper Primary With  Sec. ,Government,2014,88524
district,553,2011,Primary Only ,Private,2014,90104
district,553,2011,Primary With Upper Primary ,Private,2014,45966
district,553,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,787
district,553,2011,Upper Primary Only ,Private,2014,0
district,553,2011,Upper Primary With Sec./H.Sec ,Private,2014,0
district,553,2011,Primary With Upper Primary Sec ,Private,2014,606
district,553,2011,Upper Primary With  Sec. ,Private,2014,46801
district,14,2011,Primary Only ,Government,2014,16862
district,14,2011,Primary With Upper Primary ,Government,2014,39735
district,14,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,881
district,14,2011,Upper Primary Only ,Government,2014,575
district,14,2011,Upper Primary With Sec./H.Sec ,Government,2014,325
district,14,2011,Primary With Upper Primary Sec ,Government,2014,6068
district,14,2011,Upper Primary With  Sec. ,Government,2014,1724
district,14,2011,Primary Only ,Private,2014,3968
district,14,2011,Primary With Upper Primary ,Private,2014,21595
district,14,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,2567
district,14,2011,Upper Primary Only ,Private,2014,0
district,14,2011,Upper Primary With Sec./H.Sec ,Private,2014,0
district,14,2011,Primary With Upper Primary Sec ,Private,2014,19837
district,14,2011,Upper Primary With  Sec. ,Private,2014,0
district,260,2011,Primary Only ,Government,2014,1122
district,260,2011,Primary With Upper Primary ,Government,2014,2295
district,260,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,391
district,260,2011,Upper Primary Only ,Government,2014,65
district,260,2011,Upper Primary With Sec./H.Sec ,Government,2014,0
district,260,2011,Primary With Upper Primary Sec ,Government,2014,0
district,260,2011,Upper Primary With  Sec. ,Government,2014,167
district,260,2011,Primary Only ,Private,2014,0
district,260,2011,Primary With Upper Primary ,Private,2014,0
district,260,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,0
district,260,2011,Upper Primary Only ,Private,2014,0
district,260,2011,Upper Primary With Sec./H.Sec ,Private,2014,0
district,260,2011,Primary With Upper Primary Sec ,Private,2014,158
district,260,2011,Upper Primary With  Sec. ,Private,2014,0
district,384,2011,Primary Only ,Government,2014,58329
district,384,2011,Primary With Upper Primary ,Government,2014,0
district,384,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,0
district,384,2011,Upper Primary Only ,Government,2014,36001
district,384,2011,Upper Primary With Sec./H.Sec ,Government,2014,213
district,384,2011,Primary With Upper Primary Sec ,Government,2014,0
district,384,2011,Upper Primary With  Sec. ,Government,2014,0
district,384,2011,Primary Only ,Private,2014,1668
district,384,2011,Primary With Upper Primary ,Private,2014,14811
district,384,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,10576
district,384,2011,Upper Primary Only ,Private,2014,63
district,384,2011,Upper Primary With Sec./H.Sec ,Private,2014,0
district,384,2011,Primary With Upper Primary Sec ,Private,2014,4710
district,384,2011,Upper Primary With  Sec. ,Private,2014,0
district,461,2011,Primary Only ,Government,2014,58329
district,461,2011,Primary With Upper Primary ,Government,2014,0
district,461,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,0
district,461,2011,Upper Primary Only ,Government,2014,36001
district,461,2011,Upper Primary With Sec./H.Sec ,Government,2014,213
district,461,2011,Primary With Upper Primary Sec ,Government,2014,0
district,461,2011,Upper Primary With  Sec. ,Government,2014,0
district,461,2011,Primary Only ,Private,2014,1668
district,461,2011,Primary With Upper Primary ,Private,2014,14811
district,461,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,10576
district,461,2011,Upper Primary Only ,Private,2014,63
district,461,2011,Upper Primary With Sec./H.Sec ,Private,2014,0
district,461,2011,Primary With Upper Primary Sec ,Private,2014,4710
district,461,2011,Upper Primary With  Sec. ,Private,2014,0
district,209,2011,Primary Only ,Government,2014,243928
district,209,2011,Primary With Upper Primary ,Government,2014,256546
district,209,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,0
district,209,2011,Upper Primary Only ,Government,2014,0
district,209,2011,Upper Primary With Sec./H.Sec ,Government,2014,238
district,209,2011,Primary With Upper Primary Sec ,Government,2014,38208
district,209,2011,Upper Primary With  Sec. ,Government,2014,13
district,209,2011,Primary Only ,Private,2014,2614
district,209,2011,Primary With Upper Primary ,Private,2014,15565
district,209,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,1485
district,209,2011,Upper Primary Only ,Private,2014,0
district,209,2011,Upper Primary With Sec./H.Sec ,Private,2014,217
district,209,2011,Primary With Upper Primary Sec ,Private,2014,0
district,209,2011,Upper Primary With  Sec. ,Private,2014,155
district,616,2011,Primary Only ,Government,2014,49702
district,616,2011,Primary With Upper Primary ,Government,2014,92360
district,616,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,0
district,616,2011,Upper Primary Only ,Government,2014,1903
district,616,2011,Upper Primary With Sec./H.Sec ,Government,2014,0
district,616,2011,Primary With Upper Primary Sec ,Government,2014,6981
district,616,2011,Upper Primary With  Sec. ,Government,2014,83
district,616,2011,Primary Only ,Private,2014,304
district,616,2011,Primary With Upper Primary ,Private,2014,197
district,616,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,0
district,616,2011,Upper Primary Only ,Private,2014,0
district,616,2011,Upper Primary With Sec./H.Sec ,Private,2014,0
district,616,2011,Primary With Upper Primary Sec ,Private,2014,1369
district,616,2011,Upper Primary With  Sec. ,Private,2014,0
district,240,2011,Primary Only ,Government,2014,49702
district,240,2011,Primary With Upper Primary ,Government,2014,92360
district,240,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,0
district,240,2011,Upper Primary Only ,Government,2014,1903
district,240,2011,Upper Primary With Sec./H.Sec ,Government,2014,0
district,240,2011,Primary With Upper Primary Sec ,Government,2014,6981
district,240,2011,Upper Primary With  Sec. ,Government,2014,83
district,240,2011,Primary Only ,Private,2014,304
district,240,2011,Primary With Upper Primary ,Private,2014,197
district,240,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,0
district,240,2011,Upper Primary Only ,Private,2014,0
district,240,2011,Upper Primary With Sec./H.Sec ,Private,2014,0
district,240,2011,Primary With Upper Primary Sec ,Private,2014,1369
district,240,2011,Upper Primary With  Sec. ,Private,2014,0
district,459,2011,Primary Only ,Government,2014,83476
district,459,2011,Primary With Upper Primary ,Government,2014,0
district,459,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,634
district,459,2011,Upper Primary Only ,Government,2014,51011
district,459,2011,Upper Primary With Sec./H.Sec ,Government,2014,224
district,459,2011,Primary With Upper Primary Sec ,Government,2014,0
district,459,2011,Upper Primary With  Sec. ,Government,2014,0
district,459,2011,Primary Only ,Private,2014,1431
district,459,2011,Primary With Upper Primary ,Private,2014,22368
district,459,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,11537
district,459,2011,Upper Primary Only ,Private,2014,6
district,459,2011,Upper Primary With Sec./H.Sec ,Private,2014,0
district,459,2011,Primary With Upper Primary Sec ,Private,2014,7281
district,459,2011,Upper Primary With  Sec. ,Private,2014,35
district,162,2011,Primary Only ,Government,2014,86330
district,162,2011,Primary With Upper Primary ,Government,2014,0
district,162,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,521
district,162,2011,Upper Primary Only ,Government,2014,27358
district,162,2011,Upper Primary With Sec./H.Sec ,Government,2014,63
district,162,2011,Primary With Upper Primary Sec ,Government,2014,55
district,162,2011,Upper Primary With  Sec. ,Government,2014,0
district,162,2011,Primary Only ,Private,2014,99187
district,162,2011,Primary With Upper Primary ,Private,2014,8044
district,162,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,7725
district,162,2011,Upper Primary Only ,Private,2014,46210
district,162,2011,Upper Primary With Sec./H.Sec ,Private,2014,12105
district,162,2011,Primary With Upper Primary Sec ,Private,2014,562
district,162,2011,Upper Primary With  Sec. ,Private,2014,3354
district,235,2011,Primary Only ,Government,2014,332896
district,515,2011,Primary Only ,Government,2014,332896
district,235,2011,Primary With Upper Primary ,Government,2014,267
district,515,2011,Primary With Upper Primary ,Government,2014,267
district,235,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,474
district,515,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,474
district,235,2011,Upper Primary Only ,Government,2014,102486
district,515,2011,Upper Primary Only ,Government,2014,102486
district,235,2011,Upper Primary With Sec./H.Sec ,Government,2014,114
district,515,2011,Upper Primary With Sec./H.Sec ,Government,2014,114
district,235,2011,Primary With Upper Primary Sec ,Government,2014,0
district,515,2011,Primary With Upper Primary Sec ,Government,2014,0
district,235,2011,Upper Primary With  Sec. ,Government,2014,229
district,515,2011,Upper Primary With  Sec. ,Government,2014,229
district,235,2011,Primary Only ,Private,2014,250742
district,515,2011,Primary Only ,Private,2014,250742
district,235,2011,Primary With Upper Primary ,Private,2014,32759
district,515,2011,Primary With Upper Primary ,Private,2014,32759
district,235,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,4007
district,515,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,4007
district,235,2011,Upper Primary Only ,Private,2014,118893
district,515,2011,Upper Primary Only ,Private,2014,118893
district,235,2011,Upper Primary With Sec./H.Sec ,Private,2014,20262
district,515,2011,Upper Primary With Sec./H.Sec ,Private,2014,20262
district,235,2011,Primary With Upper Primary Sec ,Private,2014,2360
district,515,2011,Primary With Upper Primary Sec ,Private,2014,2360
district,235,2011,Upper Primary With  Sec. ,Private,2014,8878
district,515,2011,Upper Primary With  Sec. ,Private,2014,8878
district,191,2011,Primary Only ,Government,2014,332896
district,191,2011,Primary With Upper Primary ,Government,2014,267
district,191,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,474
district,191,2011,Upper Primary Only ,Government,2014,102486
district,191,2011,Upper Primary With Sec./H.Sec ,Government,2014,114
district,191,2011,Primary With Upper Primary Sec ,Government,2014,0
district,191,2011,Upper Primary With  Sec. ,Government,2014,229
district,191,2011,Primary Only ,Private,2014,250742
district,191,2011,Primary With Upper Primary ,Private,2014,32759
district,191,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,4007
district,191,2011,Upper Primary Only ,Private,2014,118893
district,191,2011,Upper Primary With Sec./H.Sec ,Private,2014,20262
district,191,2011,Primary With Upper Primary Sec ,Private,2014,2360
district,191,2011,Upper Primary With  Sec. ,Private,2014,8878
district,2,2011,Primary Only ,Government,2014,19754
district,2,2011,Primary With Upper Primary ,Government,2014,31641
district,2,2011,Primary With Upper Primary Sec/H.Sec ,Government,2014,0
district,2,2011,Upper Primary Only ,Government,2014,515
district,2,2011,Upper Primary With Sec./H.Sec ,Government,2014,61
district,2,2011,Primary With Upper Primary Sec ,Government,2014,2748
district,2,2011,Upper Primary With  Sec. ,Government,2014,2339
district,2,2011,Primary Only ,Private,2014,3461
district,2,2011,Primary With Upper Primary ,Private,2014,15557
district,2,2011,Primary With Upper Primary Sec/H.Sec ,Private,2014,2885
district,2,2011,Upper Primary Only ,Private,2014,0
