country,IN,2011,Primary Only ,girls,2014,700661
district,146,2011,Upper Primary With  Sec. ,girls,2014,38
district,146,2011,Primary Only ,boys,2014,3080
district,146,2011,Primary With Upper Primary ,boys,2014,340
district,146,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,76
district,146,2011,Upper Primary Only ,boys,2014,1077
district,146,2011,Upper Primary With Sec./H.Sec ,boys,2014,138
district,146,2011,Primary With Upper Primary Sec ,boys,2014,35
district,146,2011,Upper Primary With  Sec. ,boys,2014,35
district,474,2011,Primary Only ,girls,2014,321
district,474,2011,Primary With Upper Primary ,girls,2014,2099
district,474,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,119
district,474,2011,Upper Primary Only ,girls,2014,184
district,474,2011,Upper Primary With Sec./H.Sec ,girls,2014,2
district,474,2011,Primary With Upper Primary Sec ,girls,2014,41
district,474,2011,Upper Primary With  Sec. ,girls,2014,6
district,474,2011,Primary Only ,boys,2014,316
district,474,2011,Primary With Upper Primary ,boys,2014,2089
district,474,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,119
district,474,2011,Upper Primary Only ,boys,2014,174
district,474,2011,Upper Primary With Sec./H.Sec ,boys,2014,3
district,474,2011,Primary With Upper Primary Sec ,boys,2014,41
district,474,2011,Upper Primary With  Sec. ,boys,2014,7
district,522,2011,Primary Only ,girls,2014,3332
district,522,2011,Primary With Upper Primary ,girls,2014,756
district,522,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,31
district,522,2011,Upper Primary Only ,girls,2014,0
district,522,2011,Upper Primary With Sec./H.Sec ,girls,2014,257
district,522,2011,Primary With Upper Primary Sec ,girls,2014,48
district,522,2011,Upper Primary With  Sec. ,girls,2014,380
district,522,2011,Primary Only ,boys,2014,3380
district,522,2011,Primary With Upper Primary ,boys,2014,759
district,522,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,30
district,522,2011,Upper Primary Only ,boys,2014,0
district,522,2011,Upper Primary With Sec./H.Sec ,boys,2014,257
district,522,2011,Primary With Upper Primary Sec ,boys,2014,48
district,522,2011,Upper Primary With  Sec. ,boys,2014,373
district,283,2011,Primary Only ,girls,2014,307
district,283,2011,Primary With Upper Primary ,girls,2014,155
district,283,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,0
district,283,2011,Upper Primary Only ,girls,2014,246
district,283,2011,Upper Primary With Sec./H.Sec ,girls,2014,0
district,283,2011,Primary With Upper Primary Sec ,girls,2014,0
district,283,2011,Upper Primary With  Sec. ,girls,2014,0
district,283,2011,Primary Only ,boys,2014,308
district,283,2011,Primary With Upper Primary ,boys,2014,163
district,283,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,0
district,283,2011,Upper Primary Only ,boys,2014,244
district,283,2011,Upper Primary With Sec./H.Sec ,boys,2014,0
district,283,2011,Primary With Upper Primary Sec ,boys,2014,0
district,283,2011,Upper Primary With  Sec. ,boys,2014,0
district,119,2011,Primary Only ,girls,2014,976
district,119,2011,Primary With Upper Primary ,girls,2014,1275
district,119,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,329
district,119,2011,Upper Primary Only ,girls,2014,6
district,119,2011,Upper Primary With Sec./H.Sec ,girls,2014,22
district,119,2011,Primary With Upper Primary Sec ,girls,2014,469
district,119,2011,Upper Primary With  Sec. ,girls,2014,8
district,119,2011,Primary Only ,boys,2014,1033
district,119,2011,Primary With Upper Primary ,boys,2014,1229
district,119,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,319
district,119,2011,Upper Primary Only ,boys,2014,0
district,119,2011,Upper Primary With Sec./H.Sec ,boys,2014,20
district,119,2011,Primary With Upper Primary Sec ,boys,2014,467
district,119,2011,Upper Primary With  Sec. ,boys,2014,6
district,501,2011,Primary Only ,girls,2014,731
district,501,2011,Primary With Upper Primary ,girls,2014,521
district,501,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,5
district,501,2011,Upper Primary Only ,girls,2014,0
district,501,2011,Upper Primary With Sec./H.Sec ,girls,2014,132
district,501,2011,Primary With Upper Primary Sec ,girls,2014,30
district,501,2011,Upper Primary With  Sec. ,girls,2014,120
district,501,2011,Primary Only ,boys,2014,739
district,501,2011,Primary With Upper Primary ,boys,2014,523
district,501,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,5
district,501,2011,Upper Primary Only ,boys,2014,0
district,501,2011,Upper Primary With Sec./H.Sec ,boys,2014,130
district,501,2011,Primary With Upper Primary Sec ,boys,2014,30
district,501,2011,Upper Primary With  Sec. ,boys,2014,112
district,598,2011,Primary Only ,girls,2014,481
district,598,2011,Primary With Upper Primary ,girls,2014,201
district,598,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,75
district,598,2011,Upper Primary Only ,girls,2014,40
district,598,2011,Upper Primary With Sec./H.Sec ,girls,2014,70
district,598,2011,Primary With Upper Primary Sec ,girls,2014,65
district,598,2011,Upper Primary With  Sec. ,girls,2014,45
district,598,2011,Primary Only ,boys,2014,483
district,598,2011,Primary With Upper Primary ,boys,2014,201
district,598,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,76
district,598,2011,Upper Primary Only ,boys,2014,41
district,598,2011,Upper Primary With Sec./H.Sec ,boys,2014,67
district,598,2011,Primary With Upper Primary Sec ,boys,2014,65
district,598,2011,Upper Primary With  Sec. ,boys,2014,34
district,143,2011,Primary Only ,girls,2014,2526
district,143,2011,Primary With Upper Primary ,girls,2014,210
district,143,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,49
district,143,2011,Upper Primary Only ,girls,2014,951
district,143,2011,Upper Primary With Sec./H.Sec ,girls,2014,216
district,143,2011,Primary With Upper Primary Sec ,girls,2014,25
district,143,2011,Upper Primary With  Sec. ,girls,2014,180
district,143,2011,Primary Only ,boys,2014,2525
district,143,2011,Primary With Upper Primary ,boys,2014,209
district,143,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,48
district,143,2011,Upper Primary Only ,boys,2014,929
district,143,2011,Upper Primary With Sec./H.Sec ,boys,2014,209
district,143,2011,Primary With Upper Primary Sec ,boys,2014,24
district,143,2011,Upper Primary With  Sec. ,boys,2014,178
district,465,2011,Primary Only ,girls,2014,1481
district,465,2011,Primary With Upper Primary ,girls,2014,41
district,465,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,5
district,465,2011,Upper Primary Only ,girls,2014,247
district,465,2011,Upper Primary With Sec./H.Sec ,girls,2014,1
district,465,2011,Primary With Upper Primary Sec ,girls,2014,2
district,465,2011,Upper Primary With  Sec. ,girls,2014,0
district,465,2011,Primary Only ,boys,2014,1798
district,465,2011,Primary With Upper Primary ,boys,2014,42
district,465,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,5
district,465,2011,Upper Primary Only ,boys,2014,305
district,465,2011,Upper Primary With Sec./H.Sec ,boys,2014,1
district,465,2011,Primary With Upper Primary Sec ,boys,2014,3
district,465,2011,Upper Primary With  Sec. ,boys,2014,0
district,175,2011,Primary Only ,girls,2014,3170
district,175,2011,Primary With Upper Primary ,girls,2014,482
district,175,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,120
district,175,2011,Upper Primary Only ,girls,2014,1339
district,175,2011,Upper Primary With Sec./H.Sec ,girls,2014,204
district,175,2011,Primary With Upper Primary Sec ,girls,2014,71
district,175,2011,Upper Primary With  Sec. ,girls,2014,127
district,175,2011,Primary Only ,boys,2014,3183
district,175,2011,Primary With Upper Primary ,boys,2014,479
district,175,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,104
district,175,2011,Upper Primary Only ,boys,2014,1303
district,175,2011,Upper Primary With Sec./H.Sec ,boys,2014,200
district,175,2011,Primary With Upper Primary Sec ,boys,2014,71
district,175,2011,Upper Primary With  Sec. ,boys,2014,123
district,64,2011,Primary Only ,girls,2014,1619
district,64,2011,Primary With Upper Primary ,girls,2014,75
district,64,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,23
district,64,2011,Upper Primary Only ,girls,2014,225
district,64,2011,Upper Primary With Sec./H.Sec ,girls,2014,175
district,64,2011,Primary With Upper Primary Sec ,girls,2014,0
district,64,2011,Upper Primary With  Sec. ,girls,2014,114
district,64,2011,Primary Only ,boys,2014,1618
district,64,2011,Primary With Upper Primary ,boys,2014,75
district,64,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,22
district,64,2011,Upper Primary Only ,boys,2014,223
district,64,2011,Upper Primary With Sec./H.Sec ,boys,2014,168
district,64,2011,Primary With Upper Primary Sec ,boys,2014,0
district,64,2011,Upper Primary With  Sec. ,boys,2014,103
district,104,2011,Primary Only ,girls,2014,1329
district,104,2011,Primary With Upper Primary ,girls,2014,2058
district,104,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,816
district,104,2011,Upper Primary Only ,girls,2014,22
district,104,2011,Upper Primary With Sec./H.Sec ,girls,2014,85
district,104,2011,Primary With Upper Primary Sec ,girls,2014,783
district,104,2011,Upper Primary With  Sec. ,girls,2014,16
district,104,2011,Primary Only ,boys,2014,1328
district,104,2011,Primary With Upper Primary ,boys,2014,2033
district,104,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,809
district,104,2011,Upper Primary Only ,boys,2014,2
district,104,2011,Upper Primary With Sec./H.Sec ,boys,2014,73
district,104,2011,Primary With Upper Primary Sec ,boys,2014,780
district,104,2011,Upper Primary With  Sec. ,boys,2014,16
district,70,2011,Primary Only ,girls,2014,512
district,70,2011,Primary With Upper Primary ,girls,2014,84
district,70,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,83
district,70,2011,Upper Primary Only ,girls,2014,131
district,70,2011,Upper Primary With Sec./H.Sec ,girls,2014,84
district,70,2011,Primary With Upper Primary Sec ,girls,2014,58
district,70,2011,Upper Primary With  Sec. ,girls,2014,76
district,70,2011,Primary Only ,boys,2014,532
district,70,2011,Primary With Upper Primary ,boys,2014,84
district,70,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,82
district,70,2011,Upper Primary Only ,boys,2014,132
district,70,2011,Upper Primary With Sec./H.Sec ,boys,2014,80
district,70,2011,Primary With Upper Primary Sec ,boys,2014,58
district,70,2011,Upper Primary With  Sec. ,boys,2014,76
district,178,2011,Primary Only ,girls,2014,2104
district,178,2011,Primary With Upper Primary ,girls,2014,155
district,178,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,15
district,178,2011,Upper Primary Only ,girls,2014,983
district,178,2011,Upper Primary With Sec./H.Sec ,girls,2014,63
district,178,2011,Primary With Upper Primary Sec ,girls,2014,6
district,178,2011,Upper Primary With  Sec. ,girls,2014,24
district,178,2011,Primary Only ,boys,2014,2103
district,178,2011,Primary With Upper Primary ,boys,2014,152
district,178,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,13
district,178,2011,Upper Primary Only ,boys,2014,907
district,178,2011,Upper Primary With Sec./H.Sec ,boys,2014,61
district,178,2011,Primary With Upper Primary Sec ,boys,2014,6
district,178,2011,Upper Primary With  Sec. ,boys,2014,24
district,503,2011,Primary Only ,girls,2014,1224
district,503,2011,Primary With Upper Primary ,girls,2014,835
district,503,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,18
district,503,2011,Upper Primary Only ,girls,2014,0
district,503,2011,Upper Primary With Sec./H.Sec ,girls,2014,188
district,503,2011,Primary With Upper Primary Sec ,girls,2014,49
district,503,2011,Upper Primary With  Sec. ,girls,2014,210
district,503,2011,Primary Only ,boys,2014,1215
district,503,2011,Primary With Upper Primary ,boys,2014,835
district,503,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,17
district,503,2011,Upper Primary Only ,boys,2014,0
district,503,2011,Upper Primary With Sec./H.Sec ,boys,2014,183
district,503,2011,Primary With Upper Primary Sec ,boys,2014,49
district,503,2011,Upper Primary With  Sec. ,boys,2014,186
district,480,2011,Primary Only ,girls,2014,67
district,480,2011,Primary With Upper Primary ,girls,2014,860
district,480,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,32
district,480,2011,Upper Primary Only ,girls,2014,7
district,480,2011,Upper Primary With Sec./H.Sec ,girls,2014,1
district,480,2011,Primary With Upper Primary Sec ,girls,2014,23
district,480,2011,Upper Primary With  Sec. ,girls,2014,1
district,480,2011,Primary Only ,boys,2014,66
district,480,2011,Primary With Upper Primary ,boys,2014,860
district,480,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,33
district,480,2011,Upper Primary Only ,boys,2014,5
district,480,2011,Upper Primary With Sec./H.Sec ,boys,2014,2
district,480,2011,Primary With Upper Primary Sec ,boys,2014,24
district,480,2011,Upper Primary With  Sec. ,boys,2014,1
district,49,2011,Primary Only ,girls,2014,970
district,49,2011,Primary With Upper Primary ,girls,2014,315
district,49,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,177
district,49,2011,Upper Primary Only ,girls,2014,203
district,49,2011,Upper Primary With Sec./H.Sec ,girls,2014,94
district,49,2011,Primary With Upper Primary Sec ,girls,2014,262
district,49,2011,Upper Primary With  Sec. ,girls,2014,122
district,49,2011,Primary Only ,boys,2014,1024
district,49,2011,Primary With Upper Primary ,boys,2014,323
district,49,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,176
district,49,2011,Upper Primary Only ,boys,2014,207
district,49,2011,Upper Primary With Sec./H.Sec ,boys,2014,89
district,49,2011,Primary With Upper Primary Sec ,boys,2014,261
district,49,2011,Upper Primary With  Sec. ,boys,2014,119
district,482,2011,Primary Only ,girls,2014,469
district,482,2011,Primary With Upper Primary ,girls,2014,708
district,482,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,24
district,482,2011,Upper Primary Only ,girls,2014,65
district,482,2011,Upper Primary With Sec./H.Sec ,girls,2014,7
district,482,2011,Primary With Upper Primary Sec ,girls,2014,14
district,482,2011,Upper Primary With  Sec. ,girls,2014,2
district,482,2011,Primary Only ,boys,2014,467
district,482,2011,Primary With Upper Primary ,boys,2014,703
district,482,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,24
district,482,2011,Upper Primary Only ,boys,2014,65
district,482,2011,Upper Primary With Sec./H.Sec ,boys,2014,7
district,482,2011,Primary With Upper Primary Sec ,boys,2014,14
district,482,2011,Upper Primary With  Sec. ,boys,2014,2
district,553,2011,Primary Only ,girls,2014,1413
district,553,2011,Primary With Upper Primary ,girls,2014,591
district,553,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,5
district,553,2011,Upper Primary Only ,girls,2014,0
district,553,2011,Upper Primary With Sec./H.Sec ,girls,2014,25
district,553,2011,Primary With Upper Primary Sec ,girls,2014,11
district,553,2011,Upper Primary With  Sec. ,girls,2014,658
district,553,2011,Primary Only ,boys,2014,3165
district,553,2011,Primary With Upper Primary ,boys,2014,931
district,553,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,6
district,553,2011,Upper Primary Only ,boys,2014,0
district,553,2011,Upper Primary With Sec./H.Sec ,boys,2014,26
district,553,2011,Primary With Upper Primary Sec ,boys,2014,13
district,553,2011,Upper Primary With  Sec. ,boys,2014,791
district,14,2011,Primary Only ,girls,2014,345
district,14,2011,Primary With Upper Primary ,girls,2014,579
district,14,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,11
district,14,2011,Upper Primary Only ,girls,2014,10
district,14,2011,Upper Primary With Sec./H.Sec ,girls,2014,4
district,14,2011,Primary With Upper Primary Sec ,girls,2014,149
district,14,2011,Upper Primary With  Sec. ,girls,2014,43
district,14,2011,Primary Only ,boys,2014,553
district,14,2011,Primary With Upper Primary ,boys,2014,743
district,14,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,11
district,14,2011,Upper Primary Only ,boys,2014,5
district,14,2011,Upper Primary With Sec./H.Sec ,boys,2014,5
district,14,2011,Primary With Upper Primary Sec ,boys,2014,153
district,14,2011,Upper Primary With  Sec. ,boys,2014,45
district,260,2011,Primary Only ,girls,2014,47
district,260,2011,Primary With Upper Primary ,girls,2014,34
district,260,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,2
district,260,2011,Upper Primary Only ,girls,2014,1
district,260,2011,Upper Primary With Sec./H.Sec ,girls,2014,0
district,260,2011,Primary With Upper Primary Sec ,girls,2014,1
district,260,2011,Upper Primary With  Sec. ,girls,2014,2
district,260,2011,Primary Only ,boys,2014,47
district,260,2011,Primary With Upper Primary ,boys,2014,34
district,260,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,2
district,260,2011,Upper Primary Only ,boys,2014,0
district,260,2011,Upper Primary With Sec./H.Sec ,boys,2014,0
district,260,2011,Primary With Upper Primary Sec ,boys,2014,1
district,260,2011,Upper Primary With  Sec. ,boys,2014,1
district,384,2011,Primary Only ,girls,2014,611
district,384,2011,Primary With Upper Primary ,girls,2014,123
district,384,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,34
district,384,2011,Upper Primary Only ,girls,2014,184
district,384,2011,Upper Primary With Sec./H.Sec ,girls,2014,1
district,384,2011,Primary With Upper Primary Sec ,girls,2014,26
district,384,2011,Upper Primary With  Sec. ,girls,2014,0
district,384,2011,Primary Only ,boys,2014,1132
district,384,2011,Primary With Upper Primary ,boys,2014,125
district,384,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,35
district,384,2011,Upper Primary Only ,boys,2014,357
district,384,2011,Upper Primary With Sec./H.Sec ,boys,2014,1
district,384,2011,Primary With Upper Primary Sec ,boys,2014,26
district,384,2011,Upper Primary With  Sec. ,boys,2014,0
district,461,2011,Primary Only ,girls,2014,611
district,461,2011,Primary With Upper Primary ,girls,2014,123
district,461,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,34
district,461,2011,Upper Primary Only ,girls,2014,184
district,461,2011,Upper Primary With Sec./H.Sec ,girls,2014,1
district,461,2011,Primary With Upper Primary Sec ,girls,2014,26
district,461,2011,Upper Primary With  Sec. ,girls,2014,0
district,461,2011,Primary Only ,boys,2014,1132
district,461,2011,Primary With Upper Primary ,boys,2014,125
district,461,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,35
district,461,2011,Upper Primary Only ,boys,2014,357
district,461,2011,Upper Primary With Sec./H.Sec ,boys,2014,1
district,461,2011,Primary With Upper Primary Sec ,boys,2014,26
district,461,2011,Upper Primary With  Sec. ,boys,2014,0
district,209,2011,Primary Only ,girls,2014,617
district,209,2011,Primary With Upper Primary ,girls,2014,669
district,209,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,16
district,209,2011,Upper Primary Only ,girls,2014,0
district,209,2011,Upper Primary With Sec./H.Sec ,girls,2014,2
district,209,2011,Primary With Upper Primary Sec ,girls,2014,64
district,209,2011,Upper Primary With  Sec. ,girls,2014,2
district,209,2011,Primary Only ,boys,2014,706
district,209,2011,Primary With Upper Primary ,boys,2014,735
district,209,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,16
district,209,2011,Upper Primary Only ,boys,2014,0
district,209,2011,Upper Primary With Sec./H.Sec ,boys,2014,2
district,209,2011,Primary With Upper Primary Sec ,boys,2014,68
district,209,2011,Upper Primary With  Sec. ,boys,2014,1
district,616,2011,Primary Only ,girls,2014,240
district,616,2011,Primary With Upper Primary ,girls,2014,198
district,616,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,0
district,616,2011,Upper Primary Only ,girls,2014,4
district,616,2011,Upper Primary With Sec./H.Sec ,girls,2014,0
district,616,2011,Primary With Upper Primary Sec ,girls,2014,13
district,616,2011,Upper Primary With  Sec. ,girls,2014,1
district,616,2011,Primary Only ,boys,2014,264
district,616,2011,Primary With Upper Primary ,boys,2014,207
district,616,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,0
district,616,2011,Upper Primary Only ,boys,2014,4
district,616,2011,Upper Primary With Sec./H.Sec ,boys,2014,0
district,616,2011,Primary With Upper Primary Sec ,boys,2014,12
district,616,2011,Upper Primary With  Sec. ,boys,2014,1
district,240,2011,Primary Only ,girls,2014,240
district,240,2011,Primary With Upper Primary ,girls,2014,198
district,240,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,0
district,240,2011,Upper Primary Only ,girls,2014,4
district,240,2011,Upper Primary With Sec./H.Sec ,girls,2014,0
district,240,2011,Primary With Upper Primary Sec ,girls,2014,13
district,240,2011,Upper Primary With  Sec. ,girls,2014,1
district,240,2011,Primary Only ,boys,2014,264
district,240,2011,Primary With Upper Primary ,boys,2014,207
district,240,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,0
district,240,2011,Upper Primary Only ,boys,2014,4
district,240,2011,Upper Primary With Sec./H.Sec ,boys,2014,0
district,240,2011,Primary With Upper Primary Sec ,boys,2014,12
district,240,2011,Upper Primary With  Sec. ,boys,2014,1
district,459,2011,Primary Only ,girls,2014,895
district,459,2011,Primary With Upper Primary ,girls,2014,141
district,459,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,24
district,459,2011,Upper Primary Only ,girls,2014,313
district,459,2011,Upper Primary With Sec./H.Sec ,girls,2014,1
district,459,2011,Primary With Upper Primary Sec ,girls,2014,21
district,459,2011,Upper Primary With  Sec. ,girls,2014,1
district,459,2011,Primary Only ,boys,2014,1092
district,459,2011,Primary With Upper Primary ,boys,2014,150
district,459,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,24
district,459,2011,Upper Primary Only ,boys,2014,363
district,459,2011,Upper Primary With Sec./H.Sec ,boys,2014,1
district,459,2011,Primary With Upper Primary Sec ,boys,2014,21
district,459,2011,Upper Primary With  Sec. ,boys,2014,1
district,162,2011,Primary Only ,girls,2014,1511
district,162,2011,Primary With Upper Primary ,girls,2014,31
district,162,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,20
district,162,2011,Upper Primary Only ,girls,2014,751
district,162,2011,Upper Primary With Sec./H.Sec ,girls,2014,63
district,162,2011,Primary With Upper Primary Sec ,girls,2014,3
district,162,2011,Upper Primary With  Sec. ,girls,2014,20
district,162,2011,Primary Only ,boys,2014,1566
district,162,2011,Primary With Upper Primary ,boys,2014,31
district,162,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,19
district,162,2011,Upper Primary Only ,boys,2014,753
district,162,2011,Upper Primary With Sec./H.Sec ,boys,2014,62
district,162,2011,Primary With Upper Primary Sec ,boys,2014,4
district,162,2011,Upper Primary With  Sec. ,boys,2014,18
district,235,2011,Primary Only ,girls,2014,3332
district,515,2011,Primary Only ,girls,2014,3332
district,235,2011,Primary With Upper Primary ,girls,2014,130
district,515,2011,Primary With Upper Primary ,girls,2014,130
district,235,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,17
district,515,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,17
district,235,2011,Upper Primary Only ,girls,2014,1558
district,515,2011,Upper Primary Only ,girls,2014,1558
district,235,2011,Upper Primary With Sec./H.Sec ,girls,2014,94
district,515,2011,Upper Primary With Sec./H.Sec ,girls,2014,94
district,235,2011,Primary With Upper Primary Sec ,girls,2014,3
district,515,2011,Primary With Upper Primary Sec ,girls,2014,3
district,235,2011,Upper Primary With  Sec. ,girls,2014,41
district,515,2011,Upper Primary With  Sec. ,girls,2014,41
district,235,2011,Primary Only ,boys,2014,3328
district,515,2011,Primary Only ,boys,2014,3328
district,235,2011,Primary With Upper Primary ,boys,2014,130
district,515,2011,Primary With Upper Primary ,boys,2014,130
district,235,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,13
district,515,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,13
district,235,2011,Upper Primary Only ,boys,2014,1480
district,515,2011,Upper Primary Only ,boys,2014,1480
district,235,2011,Upper Primary With Sec./H.Sec ,boys,2014,91
district,515,2011,Upper Primary With Sec./H.Sec ,boys,2014,91
district,235,2011,Primary With Upper Primary Sec ,boys,2014,3
district,515,2011,Primary With Upper Primary Sec ,boys,2014,3
district,235,2011,Upper Primary With  Sec. ,boys,2014,35
district,515,2011,Upper Primary With  Sec. ,boys,2014,35
district,191,2011,Primary Only ,girls,2014,3332
district,191,2011,Primary With Upper Primary ,girls,2014,130
district,191,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,17
district,191,2011,Upper Primary Only ,girls,2014,1558
district,191,2011,Upper Primary With Sec./H.Sec ,girls,2014,94
district,191,2011,Primary With Upper Primary Sec ,girls,2014,3
district,191,2011,Upper Primary With  Sec. ,girls,2014,41
district,191,2011,Primary Only ,boys,2014,3328
district,191,2011,Primary With Upper Primary ,boys,2014,130
district,191,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,13
district,191,2011,Upper Primary Only ,boys,2014,1480
district,191,2011,Upper Primary With Sec./H.Sec ,boys,2014,91
district,191,2011,Primary With Upper Primary Sec ,boys,2014,3
district,191,2011,Upper Primary With  Sec. ,boys,2014,35
district,2,2011,Primary Only ,girls,2014,746
district,2,2011,Primary With Upper Primary ,girls,2014,533
district,2,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,9
district,2,2011,Upper Primary Only ,girls,2014,9
district,2,2011,Upper Primary With Sec./H.Sec ,girls,2014,1
district,2,2011,Primary With Upper Primary Sec ,girls,2014,101
district,2,2011,Upper Primary With  Sec. ,girls,2014,55
district,2,2011,Primary Only ,boys,2014,748
district,2,2011,Primary With Upper Primary ,boys,2014,530
district,2,2011,Primary With Upper Primary Sec/H.Sec ,boys,2014,8
district,2,2011,Upper Primary Only ,boys,2014,2
district,2,2011,Upper Primary With Sec./H.Sec ,boys,2014,1
district,2,2011,Primary With Upper Primary Sec ,boys,2014,99
district,2,2011,Upper Primary With  Sec. ,boys,2014,55
district,556,2011,Primary Only ,girls,2014,656
district,556,2011,Primary With Upper Primary ,girls,2014,969
district,556,2011,Primary With Upper Primary Sec/H.Sec ,girls,2014,4
district,556,2011,Upper Primary Only ,girls,2014,26
district,556,2011,Upper Primary With Sec./H.Sec ,girls,2014,4
